================================================================================
重复文件审核清单
================================================================================

【第一类】目录内重复文件（标准版 + 带前缀版并存，可删除带前缀版）
--------------------------------------------------------------------------------
共 28541 个目录，29414 个重复文件

序号     目录名                                      重复文件
22649  X26038_佛教四无尽藏研究_36                       佛教四无尽藏研究_原文.md
22650  X11935_唯识论书_9                            唯识论书_原文.md
22651  X7901_佛教寺院_1                             佛教寺院_原文.md
22652  X13044_佛教密宗持戒_11                         佛教密宗持戒_原文.md
22653  X22553_维摩诘经_30                           维摩诘经_原文.md
22654  X21275_佛教聊天机器人_27                        佛教聊天机器人_原文.md
22655  X13188_佛教量子计算_11                         佛教量子计算_原文.md
22656  X8133_佛教心理物理学_1                          佛教心理物理学_原文.md
22657  X2341_佛教藏传仪式_6                           佛教藏传仪式_原文.md
22658  X19688_佛教文献学_24                          佛教文献学_原文.md
22659  X20143_佛教南传历史_25                         佛教南传历史_原文.md
22660  X13504_佛教密宗谱_12                          佛教密宗谱_原文.md
22661  X8580_佛教人权思想_2                           佛教人权思想_原文.md
22662  X15383_佛教四空定研究_15                        佛教四空定研究_原文.md
22663  X15677_佛教方法论_16                          佛教方法论_原文.md
22664  X1657_佛教蒙古经典_2                           佛教蒙古经典_原文.md
22665  X6057_佛教十一切处研究_5                         佛教十一切处研究_原文.md
22666  X13500_佛教禅宗灯录_12                         佛教禅宗灯录_原文.md
22667  X7992_佛教密宗智_1                            佛教密宗智_原文.md
22668  X20022_涅槃经疏_25                           涅槃经疏_原文.md
22669  X22865_佛教地狱研究_30                         佛教地狱研究_原文.md
22670  X20932_佛教四依止研究_26                        佛教四依止研究_原文.md
22671  X19338_佛教十回向研究_23                        佛教十回向研究_原文.md
22672  X28012_佛教四宾主研究_40                        佛教四宾主研究_原文.md
22673  X26030_佛教四无量心研究_36                       佛教四无量心研究_原文.md
22674  X4542_佛教十六特胜研究_2                         佛教十六特胜研究_原文.md
22675  X19150_佛教汉传戒律_23                         佛教汉传戒律_原文.md
22676  X18701_佛教民主思想_22                         佛教民主思想_原文.md
22677  X14265_佛教畜生研究_13                         佛教畜生研究_原文.md
22678  X2767_佛教石窟_9                             佛教石窟_原文.md
22679  X543_四分律行事钞选析                            四分律行事钞选析_原文.md
22680  X20977_佛教四摄事研究_26                        佛教四摄事研究_原文.md
22681  X24396_佛教十住研究_33                         佛教十住研究_原文.md
22682  X12026_佛教密宗增益_9                          佛教密宗增益_原文.md
22683  X6646_佛教四照用研究_6                          佛教四照用研究_原文.md
22684  X8411_佛教哲学_2                             佛教哲学_原文.md
22685  X16338_佛教八正道研究_17                        佛教八正道研究_原文.md
22686  X14034_佛教密宗仪轨_13                         佛教密宗仪轨_原文.md
22687  X21234_佛教博爱思想_27                         佛教博爱思想_原文.md
22688  X3632_佛教四禅定研究                            佛教四禅定研究_原文.md
22689  X7718_佛教十六罗汉研究                           佛教十六罗汉研究_原文.md
22690  X12651_佛教媒体学_10                          佛教媒体学_原文.md
22691  X4003_佛教千二百五十人研究_1                       佛教千二百五十人研究_原文.md
22692  X4394_佛教人工智能_2                           佛教人工智能_原文.md
22693  X8001_佛教南传仪式_1                           佛教南传仪式_原文.md
22694  X22283_佛教知识图谱_29                         佛教知识图谱_原文.md
22695  X13933_佛教十六特胜研究_12                       佛教十六特胜研究_原文.md
22696  X4025_佛教四正勤研究_1                          佛教四正勤研究_原文.md
22697  X306_大乘起信论疏                              大乘起信论疏_原文.md
22697  X306_大乘起信论疏                              大乘起信论疏_解讀_學術.md
22697  X306_大乘起信论疏                              大乘起信论疏_解讀_白話.md
22698  X8564_佛教语义学_2                            佛教语义学_原文.md
22699  X4156_佛教持息念研究_1                          佛教持息念研究_原文.md
22700  X6562_佛教八胜处研究_6                          佛教八胜处研究_原文.md
22701  X693_观无量寿佛经义疏                            观无量寿佛经义疏_原文.md
22702  X6508_佛教声闻研究_6                           佛教声闻研究_原文.md
22703  X28107_佛教数息观研究_40                        佛教数息观研究_原文.md
22704  X13759_佛教畜生研究_12                         佛教畜生研究_原文.md
22705  X16575_佛教密宗神通_18                         佛教密宗神通_原文.md
22706  X10766_佛教四生研究_6                          佛教四生研究_原文.md
22707  X21283_佛教边缘计算_27                         佛教边缘计算_原文.md
22708  X18447_佛教四摄事研究_21                        佛教四摄事研究_原文.md
22709  X562_南传本行藏                               南传本行藏_原文.md
22710  X10893_佛教十遍处研究_6                         佛教十遍处研究_原文.md
22711  X23267_佛教方法论_31                          佛教方法论_原文.md
22712  X18964_佛教四依止研究_22                        佛教四依止研究_原文.md
22713  X15714_佛教去中心化_16                         佛教去中心化_原文.md
22714  X10002_佛教密宗增益_5                          佛教密宗增益_原文.md
22715  X16206_佛教神经网络_17                         佛教神经网络_原文.md
22716  X27876_佛教社会心理学_40                        佛教社会心理学_原文.md
22717  X16565_佛教密宗灌顶_18                         佛教密宗灌顶_原文.md
22718  X20426_佛教四依止研究_25                        佛教四依止研究_原文.md
